Pabrik,Seri,Tahun,newold,Warna,Jarak,Tipe,Pintu,Kursi,CC,Daerah,Harga
Daihatsu,Ayla 1.2 R Hatchback,2021,Bekas,Emas,32000 KM,Automatic,5,5,1197,Jawa Barat,136000000
Toyota,Agya 1.2 TRD Hatchback,2021,Bekas,Putih,15 - 20K KM,Automatic,5,5,1197,DKI Jakarta,145000000
Suzuki,Ignis 1.2 GX Hatchback,2021,Bekas,Hitam,25 - 30K KM,Manual,5,5,1197,Jawa Barat,148000000
Suzuki,Ignis 1.2 GX Hatchback,2021,Bekas,Putih,10 - 15K KM,Automatic,5,5,1197,Jawa Timur,175000000
Daihatsu,Rocky 1.2 X Wagon,2021,Bekas,Putih,40 - 45K KM,Automatic,5,5,1198,DKI Jakarta,191000000
Daihatsu,Rocky 1.2 X Wagon,2021,Bekas,Hitam,10 - 15K KM,Automatic,5,5,1198,Banten,198000000
Honda,Brio 1.2 E Satya Hatchback,2021,Bekas,Kuning,25 - 30K KM,Manual,5,5,1199,Jawa Timur,165000000
Honda,Brio 1.2 RS Hatchback,2021,Bekas,Abu-abu,35 - 40K KM,Automatic,5,5,1199,Jawa Barat,178000000
Honda,Brio 1.2 RS Hatchback,2021,Bekas,Abu-abu,35 - 40K KM,Automatic,5,5,1199,DKI Jakarta,187000000
Honda,Brio 1.2 RS Hatchback,2021,Bekas,Hitam,15 - 20K KM,Automatic,5,5,1199,Jawa Timur,205000000
Suzuki,Baleno 1.4 Hatchback,2021,Bekas,Merah,5 - 10K KM,Automatic,5,5,1373,Banten,169000000
Toyota,Yaris 1.5 TRD Sportivo Hatchback,2021,Bekas,Kuning,25000 KM,Automatic,5,5,1496,Yogyakarta,240000000
Toyota,Yaris 1.5 TRD Sportivo Hatchback,2021,Bekas,Orange,10 - 15K KM,Automatic,5,5,1496,Jawa Barat,249000000
Toyota,Yaris 1.5 TRD Sportivo Hatchback,2021,Bekas,Orange,10 - 15K KM,Automatic,5,5,1496,Jawa Barat,249000000
Toyota,Yaris 1.5 TRD Sportivo Hatchback,2021,Bekas,Orange,10 - 15K KM,Automatic,5,5,1496,Jawa Barat,249000000
Toyota,Yaris 1.5 TRD Sportivo Hatchback,2021,Bekas,Orange,10 - 15K KM,Automatic,5,5,1496,Jawa Barat,249000000
Toyota,Yaris 1.5 S GR Sport Hatchback,2021,Bekas,Hitam,20 - 25K KM,Automatic,5,5,1496,DKI Jakarta,256000000
KIA,Sonet 1.5 Dynamic Wagon,2021,Bekas,Biru,10 - 15K KM,Automatic,5,5,1497,Jawa Timur,232000000
Honda,Jazz 1.5 RS Hatchback,2021,Bekas,Abu-abu,35 - 40K KM,Automatic,5,5,1497,Jawa Barat,236000000
KIA,Sonet 1.5 Dynamic Wagon,2021,Bekas,Biru,10 - 15K KM,Automatic,5,5,1497,Jawa Timur,238000000
Honda,Jazz 1.5 RS Hatchback,2021,Bekas,Abu-abu,55 - 60K KM,Automatic,5,5,1497,DKI Jakarta,251000000
Honda,HR-V 1.5 E SUV,2021,Bekas,Abu-abu,10 - 15K KM,Automatic,5,5,1497,DKI Jakarta,265000000
Honda,City 1.5 RS Hatchback,2021,Bekas,Hitam,47019 KM,Automatic,5,5,1498,DKI Jakarta,235000000
Honda,City 1.5 RS Hatchback,2021,Bekas,Putih,21831 KM,Automatic,5,5,1498,DKI Jakarta,245000000
Honda,City 1.5 RS Hatchback,2021,Bekas,Hitam,5 - 10K KM,Manual,5,5,1498,Jawa Timur,250000000
Honda,City 1.5 RS Hatchback,2021,Bekas,Putih,30000 KM,Automatic,5,5,1498,Banten,255000000
Honda,City 1.5 RS Hatchback,2021,Bekas,Hitam,45 - 50K KM,Automatic,5,5,1498,DKI Jakarta,262576997
Honda,City 1.5 RS Hatchback,2021,Bekas,Hitam,40 - 45K KM,Automatic,5,5,1498,DKI Jakarta,263000000
Honda,City 1.5 RS Hatchback,2021,Bekas,Hitam,45 - 50K KM,Automatic,5,5,1498,DKI Jakarta,268000000
MINI,Countryman 2.0 Cooper S SUV,2021,Bekas,Merah,5 - 10K KM,Automatic,5,5,1998,DKI Jakarta,858000000
BMW,X3 2.0 sDrive20i SUV,2021,Bekas,Hitam,5 - 10K KM,Automatic,5,5,1998,DKI Jakarta,949000000
BMW,X3 2.0 sDrive20i SUV,2021,Bekas,Hitam,10 - 15K KM,Automatic,5,5,1998,DKI Jakarta,949000000
Daihatsu,Gran Max 1.3 STD Pick-up,2021,Bekas,Silver,25 - 30K KM,Manual,2,3,1298,Jawa Timur,125000000
Suzuki,Carry 1.5 FD ACPS Pick-up,2021,Bekas,Hitam,45 - 50K KM,Manual,2,3,1462,Jawa Timur,118000000
Daihatsu,Gran Max 1.3 D Van,2022,Bekas,Silver,10 - 15K KM,Manual,5,8,1298,Jawa Timur,165000000
Wuling,Confero 1.5 S C Lux Wagon,2022,Bekas,Hitam,0 - 5K KM,Manual,5,8,1485,Jawa Timur,165000000
Toyota,Kijang Innova 2.0 G MPV,2022,Bekas,Silver,25330 KM,Automatic,5,8,1998,Jawa Barat,356000000
Toyota,Kijang Innova 2.4 G MPV,2022,Bekas,Hitam,3880 KM,Automatic,5,8,2393,DKI Jakarta,355000000
Toyota,Kijang Innova 2.4 G MPV,2022,Bekas,Putih,5 - 10K KM,Automatic,5,8,2393,Jawa Timur,395000000
Toyota,GranAce 2.8 Premium Wagon,2022,Bekas,Hitam,0 - 5K KM,Automatic,5,8,2754,DKI Jakarta,1850000000
Daihatsu,Sigra 1.2 R MPV,2022,Bekas,Hitam,9000 KM,Manual,5,7,1197,Jawa Barat,134000000
Daihatsu,Sigra 1.2 X MPV,2022,Bekas,Abu-abu,20 - 25K KM,Manual,5,7,1197,Jawa Barat,136000000
Daihatsu,Sigra 1.2 R Deluxe MPV,2022,Bekas,Silver,10 - 15K KM,Automatic,5,7,1197,DKI Jakarta,147000000
Daihatsu,Sigra 1.2 R MPV,2022,Bekas,Hitam,12000 KM,Automatic,5,7,1197,Jawa Barat,149000000
Toyota,Calya 1.2 G MPV,2022,Bekas,Coklat,5 - 10K KM,Automatic,5,7,1197,Jawa Timur,160000000
Daihatsu,Xenia 1.3 X MPV,2022,Bekas,Abu-abu,20 - 25K KM,Automatic,5,7,1329,DKI Jakarta,179000000
Daihatsu,Xenia 1.3 X MPV,2022,Bekas,Putih,15 - 20K KM,Automatic,5,7,1329,DKI Jakarta,189000000
Wuling,Almaz 1.5 S+T Smart Enjoy Wagon,2022,Bekas,Hitam,10 - 15K KM,Automatic,5,7,1451,DKI Jakarta,215000000
Wuling,Almaz 1.5 RS EX Wagon,2022,Bekas,Abu-abu,45 - 50K KM,Automatic,5,7,1451,Jawa Barat,281000000
Suzuki,Ertiga 1.5 GX MPV,2022,Bekas,Silver,32779 KM,Automatic,5,7,1462,DKI Jakarta,180000000
Suzuki,Ertiga 1.5 GX MPV,2022,Bekas,Silver,32000 KM,Automatic,5,7,1462,DKI Jakarta,180000000
Suzuki,Ertiga 1.5 GL MPV,2022,Bekas,Abu-abu,0 - 5K KM,Manual,5,7,1462,Jawa Barat,190000000
Suzuki,Ertiga 1.5 GL MPV,2022,Bekas,Marun,0 - 5K KM,Manual,5,7,1462,Jawa Timur,197000000
Suzuki,Ertiga 1.5 GL MPV,2022,Bekas,Abu-abu,0 - 5K KM,Manual,5,7,1462,Jawa Barat,207000000
Suzuki,Ertiga 1.5 GX Hybrid MPV,2022,Bekas,Coklat,4000 KM,Automatic,5,7,1462,DKI Jakarta,218500000
Suzuki,XL7 1.5 BETA Wagon,2022,Bekas,Hitam,10 - 15K KM,Manual,5,7,1462,Jawa Timur,220000000
Suzuki,Ertiga 1.5 Sport Hybrid MPV,2022,Bekas,Hitam,20 - 25K KM,Automatic,5,7,1462,Jawa Barat,229000000
Suzuki,XL7 1.5 BETA Wagon,2022,Bekas,Coklat,10 - 15K KM,Automatic,5,7,1462,Jawa Barat,230000000
Daihatsu,Terios 1.5 X Deluxe SUV,2022,Bekas,Hitam,0 - 5K KM,Automatic,5,7,1496,Jawa Timur,212000000
Toyota,Avanza 1.5 G MPV,2022,Bekas,Hitam,10 - 15K KM,Manual,5,7,1496,Jawa Timur,223000000
Toyota,Avanza 1.5 G TSS MPV,2022,Bekas,Putih,20 - 25K KM,Automatic,5,7,1496,DKI Jakarta,227000000
Toyota,Veloz 1.5 Q Wagon,2022,Bekas,Putih,15 - 20K KM,Automatic,5,7,1496,DKI Jakarta,245000000
Toyota,Veloz 1.5 Wagon,2022,Bekas,Hitam,10 - 15K KM,Manual,5,7,1496,Jawa Timur,245000000
Honda,BR-V 1.5 Prestige SUV,2022,Bekas,Hitam,24338 KM,Automatic,5,7,1497,DKI Jakarta,240000000
Hyundai,Stargazer 1.5 Prime Wagon,2022,Bekas,Hitam,0 - 5K KM,Automatic,5,7,1497,Jawa Timur,280000000
Honda,BR-V 1.5 Prestige Honda Sensing SUV,2022,Bekas,Hitam,20 - 25K KM,Automatic,5,7,1498,Jawa Barat,248000000
Honda,BR-V 1.5 E SUV,2022,Bekas,Putih,7000 KM,Automatic,5,7,1498,Jawa Barat,253000000
Honda,BR-V 1.5 Prestige SUV,2022,Bekas,Putih,25 - 30K KM,Automatic,5,7,1498,Jawa Timur,260000000
Honda,CR-V 1.5 Prestige VTEC SUV,2022,Bekas,Putih,10066 KM,Automatic,5,7,1498,DKI Jakarta,520000000
Toyota,Voxy 2.0 Van Wagon,2022,Bekas,Hitam,25 - 30K KM,Automatic,5,7,1986,Bali,550000000
Mitsubishi,Pajero Sport 2.4 Dakar SUV,2022,Bekas,Hitam,30 - 35K KM,Automatic,5,7,2442,Jawa Barat,584000000
Mitsubishi,Pajero Sport 2.4 Dakar Ultimate SUV,2022,Bekas,Putih,15 - 20K KM,Automatic,5,7,2442,Jawa Timur,665000000
Toyota,Fortuner 2.8 GR Sport SUV,2022,Bekas,Hitam,21385 KM,Automatic,5,7,2755,DKI Jakarta,505000000
Mercedes-Benz,GLS450 3.0 4MATIC AMG Line Wagon,2022,Bekas,Hitam,0 - 5K KM,Automatic,5,7,2999,DKI Jakarta,2295000000
Mercedes-Benz,GLS450 3.0 4MATIC AMG Line Wagon,2022,Bekas,Hitam,0 - 5K KM,Automatic,5,7,2999,DKI Jakarta,2295000000
Daihatsu,Rocky 1.0 R TC ADS Wagon,2022,Bekas,Putih,5 - 10K KM,Automatic,5,5,996,DKI Jakarta,215000000
Toyota,Raize 1.0 GR Sport Wagon,2022,Bekas,Putih,15703 KM,Automatic,5,5,996,DKI Jakarta,220000000
Toyota,Raize 1.0 GR Sport Wagon,2022,Bekas,Putih,15 - 20K KM,Automatic,5,5,996,Jawa Timur,250000000
Daihatsu,Ayla 1.2 R Hatchback,2022,Bekas,Kuning,10000 KM,Manual,5,5,1197,Jawa Barat,130000000
Toyota,Agya 1.2 G Hatchback,2022,Bekas,Abu-abu,5 - 10K KM,Manual,5,5,1197,DKI Jakarta,138000000
Toyota,Agya 1.2 G Hatchback,2022,Bekas,Abu-abu,5 - 10K KM,Manual,5,5,1197,DKI Jakarta,138000000
Daihatsu,Ayla 1.2 R Hatchback,2022,Bekas,Silver,1300 KM,Automatic,5,5,1197,Jawa Barat,149000000
Toyota,Agya 1.2 GR Sport Hatchback,2022,Bekas,Hitam,10 - 15K KM,Automatic,5,5,1197,Banten,157000000
Toyota,Raize 1.2 G Wagon,2022,Bekas,Putih,10 - 15K KM,Automatic,5,5,1198,DKI Jakarta,198000000
Honda,Brio 1.2 RS Hatchback,2022,Bekas,Kuning,0 - 5K KM,Automatic,5,5,1199,DKI Jakarta,189000000
Wuling,Almaz 1.5 RS EX Wagon,2022,Bekas,Abu-abu,50 - 55K KM,Automatic,5,5,1451,DKI Jakarta,220000000
Wuling,Almaz 1.5 LT Lux Exclusive Wagon,2022,Bekas,Hitam,10 - 15K KM,Automatic,5,5,1451,Jawa Barat,315000000
Hyundai,Creta 1.5 Prime Wagon,2022,Bekas,Putih,0 - 5K KM,Automatic,5,5,1497,DKI Jakarta,310000000
Hyundai,Creta 1.5 Prime Wagon,2022,Bekas,Putih,25 - 30K KM,Automatic,5,5,1497,Jawa Barat,329000000
Honda,HR-V 1.5 E SUV,2022,Bekas,Hitam,15 - 20K KM,Automatic,5,5,1497,DKI Jakarta,332000000
Honda,HR-V 1.5 RS Turbo SUV,2022,Bekas,Hitam,5 - 10K KM,Automatic,5,5,1498,DKI Jakarta,440000000
BMW,520i 2.0 M Sport Sedan,2022,Bekas,Hitam,0 - 5K KM,Automatic,4,5,1998,Jawa Timur,1075000000
Toyota,Hilux 2.4 V Pick-up,2022,Bekas,Putih,5 - 10K KM,Automatic,4,5,2393,Jawa Timur,505000000
BMW,X5 3.0 xDrive40i xLine SUV,2022,Bekas,Putih,5 - 10K KM,Automatic,5,5,2998,DKI Jakarta,1489000000
BMW,X5 3.0 xDrive40i xLine SUV,2022,Bekas,Hitam,0 - 5K KM,Automatic,5,5,2998,DKI Jakarta,1495000000
BMW,iX xDrive40 Sport Wagon,2022,Bekas,Putih,5 - 10K KM,Automatic,5,5,4953,DKI Jakarta,1999000000
Suzuki,S-Presso 1.0 Hatchback,2022,Bekas,Merah,10 - 15K KM,Manual,5,4,998,Jawa Timur,130000000
Suzuki,S-Presso 1.0 Hatchback,2022,Bekas,Abu-abu,10 - 15K KM,Automatic,5,4,998,Jawa Timur,145000000
MINI,Cooper 2.0 S Hatchback,2022,Bekas,Abu-abu,0 - 5K KM,Automatic,3,4,1998,DKI Jakarta,888000000
Wuling,EV Air ev Long Range Hatchback,2022,Bekas,Kuning,0 - 5K KM,Automatic,3,4,2974,Jawa Timur,260000000
Wuling,EV Air ev Long Range Hatchback,2022,Bekas,Kuning,0 - 5K KM,Automatic,3,4,2974,Jawa Timur,260000000
Wuling,EV Air ev Long Range Charging Pile Hatchback,2022,Bekas,Emas,0 - 5K KM,Automatic,3,4,2974,Jawa Timur,260000000
Lexus,LM350 3.5 Van Wagon,2022,Bekas,Hitam,10 - 15K KM,Automatic,5,4,3456,DKI Jakarta,2088000000
Suzuki,Carry 1.5 WD Pick-up,2022,Bekas,Hitam,0 - 5K KM,Manual,2,3,1462,Jawa Barat,111000000
Suzuki,Carry 1.5 WD Pick-up,2022,Bekas,Hitam,0 - 5K KM,Manual,2,3,1462,Jawa Barat,111000000
Suzuki,Carry 1.5 FD ACPS Pick-up,2022,Bekas,Hitam,5 - 10K KM,Manual,2,3,1462,DKI Jakarta,124000000
Daihatsu,Gran Max 1.5 STD ACPS Pick-up,2022,Bekas,Putih,24000 KM,Manual,2,3,1495,Banten,114500000
Daihatsu,Gran Max 1.5 STD ACPS Pick-up,2022,Bekas,Abu-abu,10 - 15K KM,Manual,2,3,1495,Jawa Tengah,135000000
Daihatsu,Sigra 1.2 R MPV,2023,Bekas,Putih,9000 KM,Manual,5,7,1197,Jawa Barat,138000000
Hyundai,Stargazer 1.5 Prime Wagon,2023,Bekas,Putih,5 - 10K KM,Automatic,5,7,1497,Jawa Barat,254000000
Honda,HR-V 1.5 SE SUV,2023,Bekas,Coklat,0 - 5K KM,Automatic,5,5,1498,Jawa Timur,380000000
BMW,520i 2.0 M Sport Sedan,2023,Bekas,Abu-abu,10 - 15K KM,Automatic,4,5,1998,DKI Jakarta,1129000000
Hyundai,IONIQ 5 Long Range Signature Wagon,2023,Bekas,Abu-abu,8532 KM,Automatic,5,5,4635,DKI Jakarta,700000000
Hyundai,IONIQ 5 Long Range Signature Wagon,2023,Bekas,Abu-abu,8532 KM,Automatic,5,5,4635,DKI Jakarta,700000000
